ID,Latitude,Longitude,Name
manc1252,47.31225,126.55713,Manchu
xibe1242,43.5854,81.0034,Xibe
jurc1239,44.412626,126.866803,Jurchen
kile1243,47.585,132.48,Kilen
oroc1248,50.32354,137.85131,Oroch
udih1248,46.63086,135.67762,Udihe
nana1257,48.43426,134.79726,Nanai
orok1265,49.36393,143.12819,Orok
ulch1241,51.85209,140.29045,Ulch
even1260,70.6687,130.914,Even
oroq1238,50.6319,125.017,Oroqen
even1259,61.972,94.689,Evenki
negi1245,52.96584,139.20575,Negidal
